0,8+4+1+9+6+2+4+9+5+4+1+3+8+7+6+4,81
1,9+3+4+8+3+1+4+2+5+3+0+3+3+3+6+7,64
2,3+0+4+8+3+2+3+7+1+9+1+7+6+0+8+9,71
3,4+4+7+5+1+1+5+5+9+8+6+7+3+2+9+8,84
4,3+6+9+3+7+2+6+9+2+2+5+0+5+5+8+7,79
5,5+0+4+0+8+1+6+8+8+3+3+8+2+3+1+3,63
6,8+8+3+6+1+4+3+7+6+6+1+5+0+9+7+8,82
7,6+8+7+4+5+1+2+3+6+4+8+2+0+8+5+2,71
8,9+2+0+2+3+1+0+6+1+4+4+0+0+7+8+1,48
9,9+6+8+7+2+5+4+8+7+3+4+6+8+0+1+7,85
10,1+6+1+1+5+0+5+5+6+6+8+4+9+2+7+7,73
11,4+0+1+5+3+3+9+9+8+0+7+0+1+9+7+5,71
12,1+5+4+4+1+3+1+1+3+5+1+9+1+1+4+6,50
13,0+4+9+7+2+7+3+9+7+1+2+3+9+9+5+0,77
14,0+7+8+8+7+6+1+3+0+4+1+2+8+6+2+8,71
15,3+6+4+1+7+1+8+4+1+0+1+0+3+4+2+7,52
16,8+3+7+8+1+0+2+8+4+5+8+1+5+7+9+2,78
17,9+1+6+7+1+2+9+4+4+6+9+2+0+1+7+9,77
18,9+0+6+3+5+0+8+9+0+8+3+0+8+2+7+9,77
19,0+9+9+8+1+8+0+3+4+8+2+1+0+3+0+5,61
20,3+4+8+9+8+8+4+7+8+0+0+1+9+9+7+6,91
21,9+2+5+5+9+0+6+2+8+8+5+4+9+3+4+1,80
22,8+9+4+2+5+6+5+2+1+0+2+7+0+4+4+1,60
23,7+3+7+6+0+4+0+4+5+2+2+4+5+0+6+0,55
24,1+7+4+2+1+7+7+0+2+6+0+7+3+3+7+4,61
25,8+2+1+7+1+9+4+2+3+1+9+5+4+6+6+8,76
26,4+4+6+6+1+1+7+6+8+0+3+8+0+5+1+8,68
27,4+8+9+9+8+6+5+0+2+0+0+6+6+2+4+6,75
28,7+5+5+0+9+2+5+6+7+8+1+6+8+8+7+3,87
29,2+7+2+2+3+6+6+5+5+5+3+4+6+8+5+6,75
30,9+3+0+2+5+7+0+0+9+1+5+9+0+8+2+4,64
31,9+4+9+8+3+6+4+4+8+4+7+4+5+0+4+0,79
32,3+8+1+7+3+5+3+5+3+1+4+9+8+7+3+5,75
33,4+9+7+2+0+5+2+1+0+3+7+3+8+8+6+7,72
34,7+2+6+6+0+5+2+5+6+6+7+7+6+6+6+0,77
35,7+7+0+2+9+0+4+2+6+0+4+1+8+5+8+6,69
36,5+3+3+6+1+6+8+8+2+0+8+5+1+8+6+4,74
37,1+3+7+9+6+3+7+6+3+0+5+8+7+9+3+3,80
38,5+4+0+2+1+9+9+0+2+8+7+7+1+7+3+8,73
39,7+9+5+2+2+4+3+5+6+6+5+5+2+8+6+0,75
40,1+0+3+7+7+7+5+3+1+9+9+2+7+3+0+9,73
41,3+4+3+5+9+0+3+5+0+3+8+8+2+3+3+3,62
42,4+0+2+2+2+5+7+5+7+1+3+6+1+2+2+4,53
43,1+5+5+2+9+5+5+8+2+8+1+5+5+6+7+9,83
44,5+0+0+1+1+5+6+0+3+4+7+5+4+0+7+4,52
45,6+2+6+2+1+1+7+9+9+3+0+5+0+6+9+4,70
46,1+9+9+8+2+9+3+5+4+7+0+2+9+9+7+7,91
47,2+7+5+6+3+1+4+8+7+4+5+0+6+3+0+0,61
48,7+5+9+2+4+7+0+4+8+7+5+0+5+8+0+3,74
49,2+9+7+0+1+0+9+0+4+8+7+9+1+6+2+0,65
50,4+4+7+1+6+1+4+0+4+1+2+3+0+7+3+9,56
51,4+4+1+9+7+2+2+0+9+5+8+3+7+3+6+0,70
52,1+3+3+3+3+0+9+3+5+9+9+8+8+0+0+3,67
53,3+8+1+4+1+6+7+4+2+0+2+2+4+5+9+5,63
54,1+1+7+9+1+9+8+0+1+9+0+8+4+9+2+6,75
55,0+8+9+4+7+9+1+0+2+4+3+7+1+2+2+0,59
56,9+9+9+6+5+6+7+5+2+0+5+1+6+1+2+8,81
57,9+1+2+8+3+1+0+5+3+3+6+9+7+8+2+1,68
58,9+9+3+4+5+4+8+5+5+9+9+1+7+6+0+3,87
59,1+6+9+1+6+7+7+0+0+0+7+0+7+5+1+3,60
60,4+5+4+6+9+0+9+3+3+0+2+3+3+3+7+4,65
61,0+8+1+4+5+4+2+9+1+7+8+6+4+7+6+9,81
62,8+0+9+4+5+8+9+8+3+4+5+4+1+8+5+6,87
63,7+1+3+5+6+5+4+7+9+0+4+7+2+9+9+8,86
64,8+4+6+7+5+2+0+0+3+8+6+2+9+9+3+9,81
65,3+8+0+2+2+3+0+1+8+2+1+0+2+5+1+3,41
66,6+5+5+6+0+0+9+5+7+4+8+6+2+5+1+6,75
67,9+1+3+0+4+5+4+5+9+2+6+3+4+3+2+9,69
68,8+1+3+3+7+8+5+5+3+2+2+5+8+2+4+3,69
69,5+4+2+9+5+7+7+1+6+2+6+2+9+1+2+9,77
70,2+9+4+1+8+2+5+4+0+8+9+6+6+5+6+4,79
71,3+8+5+1+6+5+3+1+3+1+4+5+4+7+8+6,70
72,4+3+6+1+6+6+9+8+8+9+7+2+6+6+3+1,85
73,9+7+8+4+3+5+7+3+5+0+6+5+3+7+0+6,78
74,2+2+6+1+2+0+5+1+1+2+4+4+4+2+9+9,54
75,0+4+9+7+1+7+3+2+4+1+4+0+2+0+1+2,47
76,2+0+7+9+9+2+2+4+6+3+8+4+5+9+5+6,81
77,5+3+3+4+8+1+1+6+1+8+4+1+2+5+2+4,58
78,9+7+2+4+0+9+0+3+7+5+6+1+2+2+4+9,70
79,8+7+7+1+8+3+0+1+0+3+8+1+6+8+3+9,73
80,1+4+7+0+8+3+6+0+9+6+4+5+5+2+0+0,60
81,0+4+8+5+5+3+5+7+4+6+1+3+0+0+3+7,61
82,4+9+6+3+8+3+1+0+0+3+1+8+5+1+9+1,62
83,1+7+2+6+6+1+6+0+4+7+8+1+5+1+6+5,66
84,5+0+2+8+6+7+8+6+0+6+7+7+6+1+8+4,81
85,2+4+1+1+4+7+4+6+2+0+8+5+7+9+9+8,77
86,7+9+4+8+8+3+0+9+6+2+2+3+0+1+3+7,72
87,0+8+8+4+7+7+4+2+4+1+8+5+7+6+7+1,79
88,9+5+2+5+5+4+8+6+3+6+2+8+1+3+5+2,74
89,5+3+0+7+8+3+8+0+4+0+9+2+2+6+7+4,68
90,7+5+9+6+4+3+8+5+7+8+6+7+8+1+6+9,99
91,2+3+9+9+4+8+5+5+5+2+9+9+8+2+7+9,96
92,2+7+6+2+9+6+7+4+4+2+9+0+4+3+0+1,66
93,3+0+4+2+0+8+5+5+6+7+8+1+6+2+4+8,69
94,3+3+9+7+3+8+9+8+5+8+6+4+7+9+9+5,103
95,5+5+0+9+5+4+5+8+5+9+6+6+3+2+2+4,78
96,5+5+9+5+2+4+7+9+0+6+8+9+7+8+8+9,101
97,3+5+1+7+9+4+5+7+3+7+0+2+6+2+2+5,68
98,9+7+2+3+9+4+9+5+1+0+4+4+2+4+4+3,70
99,0+3+1+3+6+8+3+4+6+2+8+2+7+3+0+1,57
