0,"[4, 5, 5, 4, 0, 7, 7, 6, 4, 2, 1, 8, 8, 1, 3, 0, 0, 6, 2, 1]","[0, 0, 0, 1, 1, 1, 2, 2, 3, 4, 4, 4, 5, 5, 6, 6, 7, 7, 8, 8]"
1,"[2, 8, 5, 2, 9, 4, 0, 7, 3, 0, 5, 7, 4, 0, 4, 5, 7, 8, 9, 0]","[0, 0, 0, 0, 2, 2, 3, 4, 4, 4, 5, 5, 5, 7, 7, 7, 8, 8, 9, 9]"
2,"[8, 7, 8, 3, 2, 2, 2, 2, 2, 1, 9, 4, 7, 2, 8, 0, 6, 1, 9, 2]","[0, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 4, 6, 7, 7, 8, 8, 8, 9, 9]"
3,"[3, 8, 2, 8, 4, 5, 0, 1, 2, 4, 4, 3, 6, 5, 8, 0, 0, 4, 5, 9]","[0, 0, 0, 1, 2, 2, 3, 3, 4, 4, 4, 4, 5, 5, 5, 6, 8, 8, 8, 9]"
4,"[8, 2, 0, 7, 6, 5, 1, 1, 6, 1, 8, 8, 4, 4, 7, 2, 2, 6, 9, 3]","[0, 1, 1, 1, 2, 2, 2, 3, 4, 4, 5, 6, 6, 6, 7, 7, 8, 8, 8, 9]"
5,"[1, 9, 4, 3, 0, 3, 6, 1, 6, 9, 4, 0, 6, 8, 7, 8, 4, 9, 6, 5]","[0, 0, 1, 1, 3, 3, 4, 4, 4, 5, 6, 6, 6, 6, 7, 8, 8, 9, 9, 9]"
6,"[9, 2, 1, 8, 0, 8, 4, 6, 6, 7, 4, 0, 8, 7, 1, 6, 1, 5, 8, 2]","[0, 0, 1, 1, 1, 2, 2, 4, 4, 5, 6, 6, 6, 7, 7, 8, 8, 8, 8, 9]"
7,"[7, 7, 4, 4, 2, 9, 1, 0, 2, 0, 7, 9, 0, 0, 8, 3, 8, 2, 2, 8]","[0, 0, 0, 0, 1, 2, 2, 2, 2, 3, 4, 4, 7, 7, 7, 8, 8, 8, 9, 9]"
8,"[0, 5, 7, 6, 8, 0, 5, 0, 1, 5, 5, 5, 6, 2, 9, 0, 0, 3, 2, 7]","[0, 0, 0, 0, 0, 1, 2, 2, 3, 5, 5, 5, 5, 5, 6, 6, 7, 7, 8, 9]"
9,"[0, 0, 4, 0, 5, 6, 8, 9, 1, 7, 2, 9, 6, 5, 6, 8, 7, 6, 4, 1]","[0, 0, 0, 1, 1, 2, 4, 4, 5, 5, 6, 6, 6, 6, 7, 7, 8, 8, 9, 9]"
10,"[8, 0, 6, 9, 5, 4, 7, 2, 5, 5, 0, 0, 9, 6, 2, 9, 3, 5, 2, 3]","[0, 0, 0, 2, 2, 2, 3, 3, 4, 5, 5, 5, 5, 6, 6, 7, 8, 9, 9, 9]"
11,"[0, 1, 6, 0, 7, 1, 3, 8, 9, 0, 5, 7, 3, 5, 0, 3, 6, 8, 2, 2]","[0, 0, 0, 0, 1, 1, 2, 2, 3, 3, 3, 5, 5, 6, 6, 7, 7, 8, 8, 9]"
12,"[4, 2, 1, 9, 7, 8, 9, 6, 5, 9, 7, 8, 7, 2, 3, 4, 8, 4, 4, 3]","[1, 2, 2, 3, 3, 4, 4, 4, 4, 5, 6, 7, 7, 7, 8, 8, 8, 9, 9, 9]"
13,"[3, 7, 9, 9, 9, 7, 5, 0, 9, 0, 6, 2, 3, 6, 3, 3, 7, 5, 6, 7]","[0, 0, 2, 3, 3, 3, 3, 5, 5, 6, 6, 6, 7, 7, 7, 7, 9, 9, 9, 9]"
14,"[7, 7, 0, 5, 8, 3, 2, 8, 8, 6, 4, 9, 6, 5, 3, 7, 9, 6, 9, 5]","[0, 2, 3, 3, 4, 5, 5, 5, 6, 6, 6, 7, 7, 7, 8, 8, 8, 9, 9, 9]"
15,"[0, 8, 2, 9, 9, 1, 5, 9, 4, 4, 5, 2, 2, 5, 3, 8, 8, 8, 3, 3]","[0, 1, 2, 2, 2, 3, 3, 3, 4, 4, 5, 5, 5, 8, 8, 8, 8, 9, 9, 9]"
16,"[3, 2, 6, 3, 7, 6, 9, 7, 8, 6, 6, 8, 0, 3, 1, 8, 2, 7, 6, 6]","[0, 1, 2, 2, 3, 3, 3, 6, 6, 6, 6, 6, 6, 7, 7, 7, 8, 8, 8, 9]"
17,"[6, 7, 9, 2, 4, 4, 4, 6, 8, 4, 5, 3, 4, 6, 8, 5, 2, 5, 2, 3]","[2, 2, 2, 3, 3, 4, 4, 4, 4, 4, 5, 5, 5, 6, 6, 6, 7, 8, 8, 9]"
18,"[3, 3, 4, 1, 5, 9, 6, 8, 6, 6, 9, 7, 0, 0, 2, 6, 6, 9, 5, 0]","[0, 0, 0, 1, 2, 3, 3, 4, 5, 5, 6, 6, 6, 6, 6, 7, 8, 9, 9, 9]"
19,"[5, 9, 3, 4, 9, 7, 7, 0, 3, 6, 1, 9, 0, 5, 6, 2, 3, 7, 6, 7]","[0, 0, 1, 2, 3, 3, 3, 4, 5, 5, 6, 6, 6, 7, 7, 7, 7, 9, 9, 9]"
20,"[8, 9, 5, 3, 1, 4, 4, 3, 7, 5, 3, 3, 9, 2, 5, 4, 1, 3, 3, 1]","[1, 1, 1, 2, 3, 3, 3, 3, 3, 3, 4, 4, 4, 5, 5, 5, 7, 8, 9, 9]"
21,"[0, 2, 7, 7, 5, 3, 8, 6, 9, 2, 0, 2, 2, 6, 5, 7, 8, 1, 6, 4]","[0, 0, 1, 2, 2, 2, 2, 3, 4, 5, 5, 6, 6, 6, 7, 7, 7, 8, 8, 9]"
22,"[5, 9, 0, 3, 8, 6, 8, 7, 9, 7, 1, 4, 7, 2, 9, 4, 4, 1, 7, 2]","[0, 1, 1, 2, 2, 3, 4, 4, 4, 5, 6, 7, 7, 7, 7, 8, 8, 9, 9, 9]"
23,"[3, 7, 6, 3, 1, 4, 7, 5, 3, 0, 2, 2, 5, 4, 2, 6, 9, 7, 5, 9]","[0, 1, 2, 2, 2, 3, 3, 3, 4, 4, 5, 5, 5, 6, 6, 7, 7, 7, 9, 9]"
24,"[9, 9, 2, 8, 6, 9, 2, 4, 0, 7, 0, 7, 0, 9, 3, 0, 2, 0, 5, 7]","[0, 0, 0, 0, 0, 2, 2, 2, 3, 4, 5, 6, 7, 7, 7, 8, 9, 9, 9, 9]"
25,"[7, 8, 5, 0, 1, 5, 8, 6, 1, 4, 5, 3, 9, 3, 9, 1, 5, 6, 9, 3]","[0, 1, 1, 1, 3, 3, 3, 4, 5, 5, 5, 5, 6, 6, 7, 8, 8, 9, 9, 9]"
26,"[7, 7, 0, 4, 7, 7, 6, 5, 0, 9, 9, 2, 8, 2, 7, 6, 7, 5, 5, 9]","[0, 0, 2, 2, 4, 5, 5, 5, 6, 6, 7, 7, 7, 7, 7, 7, 8, 9, 9, 9]"
27,"[3, 6, 9, 1, 0, 4, 1, 0, 8, 3, 6, 6, 1, 6, 6, 0, 2, 1, 5, 9]","[0, 0, 0, 1, 1, 1, 1, 2, 3, 3, 4, 5, 6, 6, 6, 6, 6, 8, 9, 9]"
28,"[5, 9, 4, 7, 5, 3, 0, 9, 5, 5, 5, 1, 9, 4, 3, 6, 3, 9, 8, 1]","[0, 1, 1, 3, 3, 3, 4, 4, 5, 5, 5, 5, 5, 6, 7, 8, 9, 9, 9, 9]"
29,"[5, 2, 2, 6, 3, 2, 3, 2, 0, 1, 6, 3, 4, 7, 9, 1, 2, 1, 1, 4]","[0, 1, 1, 1, 1, 2, 2, 2, 2, 2, 3, 3, 3, 4, 4, 5, 6, 6, 7, 9]"
30,"[0, 8, 5, 3, 7, 3, 0, 2, 2, 9, 9, 9, 2, 2, 0, 7, 7, 1, 7, 7]","[0, 0, 0, 1, 2, 2, 2, 2, 3, 3, 5, 7, 7, 7, 7, 7, 8, 9, 9, 9]"
31,"[1, 6, 7, 7, 1, 8, 4, 8, 3, 1, 7, 9, 5, 7, 8, 7, 9, 6, 9, 3]","[1, 1, 1, 3, 3, 4, 5, 6, 6, 7, 7, 7, 7, 7, 8, 8, 8, 9, 9, 9]"
32,"[2, 8, 0, 3, 3, 5, 0, 7, 5, 0, 8, 3, 2, 7, 6, 2, 5, 7, 8, 6]","[0, 0, 0, 2, 2, 2, 3, 3, 3, 5, 5, 5, 6, 6, 7, 7, 7, 8, 8, 8]"
33,"[2, 6, 6, 4, 7, 4, 9, 9, 2, 7, 6, 7, 6, 5, 7, 5, 2, 4, 1, 7]","[1, 2, 2, 2, 4, 4, 4, 5, 5, 6, 6, 6, 6, 7, 7, 7, 7, 7, 9, 9]"
34,"[8, 9, 1, 5, 9, 9, 1, 1, 5, 0, 5, 1, 3, 6, 0, 8, 0, 0, 8, 3]","[0, 0, 0, 0, 1, 1, 1, 1, 3, 3, 5, 5, 5, 6, 8, 8, 8, 9, 9, 9]"
35,"[8, 7, 4, 3, 7, 9, 0, 5, 2, 2, 1, 1, 1, 9, 3, 6, 1, 3, 3, 1]","[0, 1, 1, 1, 1, 1, 2, 2, 3, 3, 3, 3, 4, 5, 6, 7, 7, 8, 9, 9]"
36,"[6, 2, 8, 4, 9, 2, 2, 0, 9, 5, 9, 5, 0, 9, 4, 9, 9, 3, 2, 7]","[0, 0, 2, 2, 2, 2, 3, 4, 4, 5, 5, 6, 7, 8, 9, 9, 9, 9, 9, 9]"
37,"[4, 3, 4, 5, 0, 1, 1, 4, 4, 9, 3, 7, 7, 1, 3, 5, 2, 5, 3, 3]","[0, 1, 1, 1, 2, 3, 3, 3, 3, 3, 4, 4, 4, 4, 5, 5, 5, 7, 7, 9]"
38,"[7, 4, 4, 8, 0, 8, 5, 2, 8, 8, 5, 1, 6, 1, 8, 5, 8, 3, 5, 0]","[0, 0, 1, 1, 2, 3, 4, 4, 5, 5, 5, 5, 6, 7, 8, 8, 8, 8, 8, 8]"
39,"[6, 5, 0, 7, 0, 1, 9, 3, 7, 3, 3, 8, 9, 3, 9, 7, 4, 8, 3, 5]","[0, 0, 1, 3, 3, 3, 3, 3, 4, 5, 5, 6, 7, 7, 7, 8, 8, 9, 9, 9]"
40,"[2, 6, 9, 8, 7, 2, 2, 5, 7, 3, 6, 9, 5, 3, 3, 3, 0, 1, 5, 3]","[0, 1, 2, 2, 2, 3, 3, 3, 3, 3, 5, 5, 5, 6, 6, 7, 7, 8, 9, 9]"
