0,"[65, 68, 34, 47, 45, 8, 35, 88, 10, 50, 19, 80, 71, 64, 54, 49, 26, 13, 52, 3, 94, 82, 11, 38, 27, 41, 22, 28, 46, 66, 60, 29, 76, 0, 77, 2, 44, 55, 92, 23, 72, 31, 74, 59, 69, 78, 4, 18]","[44, 64, 1, 8, 53, 34, 30, 4, 75, 94, 33, 18, 41, 80, 74, 69, 25, 71, 86, 55, 26, 88, 13, 42, 91, 59, 82, 27, 38, 47, 9, 22, 95, 40, 48, 78, 23, 73, 2, 19, 37, 85, 62, 50, 66, 52, 65, 54]","[2, 4, 8, 13, 18, 19, 22, 23, 26, 27, 34, 38, 41, 44, 47, 50, 52, 54, 55, 59, 64, 65, 66, 69, 71, 74, 78, 80, 82, 88, 94]"
1,"[65, 0, 73, 53, 11, 8, 41, 95, 84, 17, 58, 35, 19, 47, 25, 49, 86, 32, 48, 72, 67, 54, 27, 78, 34, 61, 43, 57, 9, 2, 88, 26, 56, 1, 55, 76, 22, 77, 45, 38, 85, 52, 42, 71, 90, 59, 64, 4]","[35, 72, 10, 94, 49, 53, 84, 16, 37, 40, 24, 59, 11, 73, 34, 12, 33, 68, 71, 87, 17, 48, 62, 93, 86, 82, 3, 81, 32, 63, 47, 21, 52, 20, 58, 80, 69, 23, 78, 65, 76, 7, 85, 61, 74, 56, 91, 2]","[2, 11, 17, 32, 34, 35, 47, 48, 49, 52, 53, 56, 58, 59, 61, 65, 71, 72, 73, 76, 78, 84, 85, 86]"
2,"[85, 68, 9, 86, 29, 33, 64, 26, 78, 80, 61, 47, 30, 53, 57, 46, 11, 0, 88, 12, 5, 84, 42, 77, 18, 56, 20, 92, 87, 17, 62, 69, 43, 37, 55, 71, 36, 73, 13, 59, 34, 45, 28, 95, 72, 93, 89, 70]","[12, 38, 3, 59, 15, 73, 41, 17, 19, 37, 14, 20, 46, 50, 77, 88, 10, 2, 29, 69, 39, 40, 79, 5, 42, 75, 23, 47, 72, 80, 67, 90, 9, 70, 8, 91, 93, 1, 84, 54, 22, 87, 26, 28, 11, 44, 7, 66]","[5, 9, 11, 12, 17, 20, 26, 28, 29, 37, 42, 46, 47, 59, 69, 70, 72, 73, 77, 80, 84, 87, 88, 93]"
3,"[54, 0, 35, 10, 68, 50, 39, 80, 23, 28, 83, 22, 86, 42, 1, 33, 29, 59, 9, 60, 70, 47, 76, 30, 16, 84, 75, 78, 56, 2, 57, 92, 55, 62, 12, 63, 48, 67, 17, 64, 21, 27, 15, 3, 11, 73, 88, 69]","[19, 54, 4, 63, 27, 83, 38, 24, 92, 20, 68, 31, 70, 5, 94, 53, 46, 11, 14, 48, 52, 3, 30, 86, 66, 88, 89, 18, 10, 84, 9, 58, 65, 78, 15, 32, 21, 56, 22, 55, 8, 81, 34, 44, 75, 51, 12, 17]","[3, 9, 10, 11, 12, 15, 17, 21, 22, 27, 30, 48, 54, 55, 56, 63, 68, 70, 75, 78, 83, 84, 86, 88, 92]"
4,"[52, 24, 81, 10, 40, 39, 91, 69, 59, 11, 66, 73, 45, 80, 55, 53, 63, 19, 70, 89, 28, 43, 86, 67, 95, 94, 88, 1, 50, 49, 93, 25, 32, 15, 65, 6, 36, 48, 71, 7, 54, 30, 56, 60, 68, 82, 85, 37]","[74, 71, 10, 82, 14, 22, 95, 78, 9, 63, 64, 28, 84, 12, 30, 67, 23, 44, 47, 3, 2, 58, 49, 4, 32, 70, 55, 19, 26, 92, 75, 13, 11, 79, 15, 72, 43, 83, 81, 20, 45, 53, 17, 62, 36, 35, 88, 8]","[10, 11, 15, 19, 28, 30, 32, 36, 43, 45, 49, 53, 55, 63, 67, 70, 71, 81, 82, 88, 95]"
5,"[79, 35, 86, 47, 91, 72, 48, 8, 58, 32, 52, 4, 46, 50, 70, 1, 24, 65, 25, 7, 84, 94, 33, 10, 74, 0, 71, 54, 69, 44, 73, 55, 92, 95, 78, 14, 3, 36, 27, 81, 66, 93, 43, 80, 6, 45, 31, 89]","[10, 72, 21, 55, 56, 61, 22, 0, 91, 49, 81, 32, 35, 66, 93, 3, 70, 65, 7, 40, 58, 11, 71, 14, 92, 36, 17, 63, 13, 20, 54, 27, 8, 1, 52, 44, 16, 6, 51, 23, 85, 19, 50, 95, 83, 76, 57, 25]","[0, 1, 3, 6, 7, 8, 10, 14, 25, 27, 32, 35, 36, 44, 50, 52, 54, 55, 58, 65, 66, 70, 71, 72, 81, 91, 92, 93, 95]"
6,"[91, 11, 80, 87, 65, 36, 59, 6, 89, 29, 55, 4, 47, 24, 79, 3, 70, 23, 67, 60, 32, 57, 5, 7, 41, 94, 21, 46, 22, 73, 18, 34, 69, 93, 72, 27, 26, 43, 84, 8, 14, 56, 78, 30, 50, 31, 39, 63]","[70, 43, 67, 32, 50, 91, 54, 1, 93, 36, 22, 87, 89, 62, 79, 10, 33, 80, 81, 77, 8, 55, 57, 20, 76, 19, 28, 40, 0, 84, 90, 75, 2, 52, 83, 6, 47, 38, 60, 71, 58, 7, 92, 42, 25, 56, 34, 30]","[6, 7, 8, 22, 30, 32, 34, 36, 43, 47, 50, 55, 56, 57, 60, 67, 70, 79, 80, 84, 87, 89, 91, 93]"
7,"[91, 88, 78, 15, 86, 26, 8, 76, 83, 74, 56, 57, 2, 1, 21, 68, 66, 20, 55, 30, 65, 25, 77, 12, 42, 4, 59, 34, 32, 19, 6, 53, 3, 16, 29, 70, 89, 24, 33, 27, 11, 92, 28, 64, 60, 84, 18, 79]","[18, 9, 31, 75, 55, 87, 86, 66, 40, 2, 95, 14, 56, 11, 52, 42, 50, 16, 30, 28, 12, 7, 38, 83, 24, 77, 67, 74, 53, 46, 32, 84, 73, 34, 76, 61, 27, 45, 23, 43, 17, 94, 29, 19, 1, 0, 22, 25]","[1, 2, 11, 12, 16, 18, 19, 24, 25, 27, 28, 29, 30, 32, 34, 42, 53, 55, 56, 66, 74, 76, 77, 83, 84, 86]"
8,"[95, 25, 26, 85, 75, 89, 23, 59, 62, 88, 70, 65, 1, 18, 64, 52, 53, 21, 50, 69, 12, 74, 43, 40, 84, 55, 35, 11, 63, 0, 71, 46, 90, 24, 61, 13, 20, 19, 15, 17, 27, 10, 5, 80, 47, 39, 16, 44]","[69, 7, 45, 59, 17, 42, 38, 92, 75, 94, 46, 14, 30, 82, 90, 2, 31, 53, 13, 47, 54, 70, 37, 66, 32, 89, 16, 11, 57, 58, 19, 4, 44, 65, 24, 43, 18, 88, 62, 35, 12, 79, 29, 34, 73, 22, 56, 83]","[11, 12, 13, 16, 17, 18, 19, 24, 35, 43, 44, 46, 47, 53, 59, 62, 65, 69, 70, 75, 88, 89, 90]"
9,"[6, 81, 91, 43, 30, 3, 40, 66, 88, 59, 94, 92, 1, 85, 20, 58, 87, 74, 8, 33, 78, 63, 80, 16, 11, 76, 36, 49, 34, 21, 73, 14, 13, 10, 17, 23, 53, 31, 51, 7, 67, 84, 79, 70, 62, 47, 90, 19]","[6, 71, 67, 14, 36, 86, 29, 95, 54, 19, 28, 2, 49, 83, 7, 77, 47, 21, 40, 85, 3, 17, 37, 16, 66, 39, 82, 53, 68, 70, 33, 13, 48, 41, 90, 62, 88, 22, 8, 58, 74, 15, 94, 5, 55, 84, 1, 78]","[1, 3, 6, 7, 8, 13, 14, 16, 17, 19, 21, 33, 36, 40, 47, 49, 53, 58, 62, 66, 67, 70, 74, 78, 84, 85, 88, 90, 94]"
