0,7941972348014728481615601179066693243143626450321641354584334415+7482167622318087434797485614406729540656652916988690218083760317,15424139970332815916413086793473422783800279367310331572668094732
1,8679734975069608983166775194294037086864647723696579372676552435+6787973701696932270777776614076203655063129831852554975687895041,15467708676766541253944551808370240741927777555549134348364447476
2,1699346514469438326985791850071985507492821976563138170586055085+6473556827007939743480617560744051937292342570244166805960513750,8172903341477378070466409410816037444785164546807304976546568835
3,2461272409712212880320568329126710579749867020829133267256764745+7260221394569765418110165016163039027212789793692419484734544776,9721493804281978298430733345289749606962656814521552751991309521
4,1020880141954039301919828596927848193235885680198245811032219690+6719763789165658071243900706042935025725727872737295449144571058,7740643931119697373163729302970783218961613552935541260176790748
5,2242765346551687101048960001345840606826707663933968290094638954+1071094797476543410525219222357308896780857441456856850862221539,3313860144028230511574179223703149503607565105390825140956860493
6,3327400721916180496929371725230974372591722535190291911879021627+8015005425819035736695610148406051450106237346492769801575164307,11342406147735216233624981873637025822697959881683061713454185934
7,8236112811219759531369788821899738276057094557866017190645968764+7539451130012785009991408208637705052254884019903169320189428835,15775563941232544541361197030537443328311978577769186510835397599
8,4072902240123966585042806289288392235023396724756036724374323562+2389467636288640165767521563852165412978934596247650834540184166,6462369876412606750810327853140557648002331321003687558914507728
9,7968829684129761353860566814355896553408614048836989302933384396+6457104740342871263673526289331715867144341031408496594821116342,14425934424472632617534093103687612420552955080245485897754500738
10,2819988422614430332558861179249057693934285845264935623395710862+5409689686275824400481985973691562829402104737388686472305723294,8229678108890254733040847152940620523336390582653622095701434156
11,7212767607578740303616080040483862670635447210003532095268480187+4874721184828661534105535377504174179197425708318042788126575263,12087488792407401837721615417988036849832872918321574883395055450
12,4427929512219223132840793644104414271347195154982098322753787457+2954170621796866088784113992603480191076795119220863236219157902,7382100134016089221624907636707894462423990274202961558972945359
13,8283155369035022957217595634158836887924768387546551868340234462+7040742194371789727966443615378593480506172930610513629279968284,15323897563406812685184039249537430368430941318157065497620202746
14,2444072604167113125537601527883708407783398356707864050714035874+2021229383771659675462243596506436094505997990431506328553216648,4465301987938772800999845124390144502289396347139370379267252522
15,6370390565500805218729392885189901933725289569732208771593390923+6110030231823292030210081891024330146972013134684891467482927294,12480420797324097248939474776214232080697302704417100239076318217
16,7161198575785220581298993720476063335631983731045397539397751948+8212860091132498300227996323204389921796726276664986413187798965,15374058666917718881526990043680453257428710007710383952585550913
17,2529610875410781878949200323793221799573174851112977475516962059+8863712498916409401351052151120670224522877191133111689614141120,11393323374327191280300252474913892024096052042246089165131103179
18,3086979092199076008032531650587375201168638676040618612981533127+8206820980755498053078002108195686148638812642871434646118726356,11293800072954574061110533758783061349807451318912053259100259483
19,5170371485344967752270848548353198874328386399223629244857900506+7846453066756672665608009893791052231990327614463641155354621965,13016824552101640417878858442144251106318714013687270400212522471
