0,34525930333035557019323057213143732467392073035757235756259512078278719848008101813762466188537926284345612206784628983301982885+14761455381995618706169650316823412591876171561877793335201746062789867842457357287545514905887975973531417268625921132598573534,49287385715031175725492707529967145059268244597635029091461258141068587690465459101307981094425902257877029475410550115900556419
1,24736903793890197014247804730591923017580371242500908474260802457624869145280138539891496705449760234551748918881931411637535997+96693216942819292874798769608159135139422303914454598983788136522014547344304676385245750703583303313103790586502948689672035110,121430120736709489889046574338751058157002675156955507458048938979639416489584814925137247409033063547655539505384880101309571107
2,66799544365969092207004519192985032524413716548465675331317403114888591425694661814461236030614380518648199827437961803594965923+81201270777626375922395155437973433755134413938465284899901984165756322988872342877010937803874767767597770709192087483964223056,148000815143595468129399674630958466279548130486930960231219387280644914414567004691472173834489148286245970536630049287559188979
3,85889945648049724221771431429922825348719075836660305698365374645913209300233504313950728426338493636984627901881803018318545178+88463221110251970011197480647976885987452109521393749858180772811631748111750288636676696147862106944320836864499895609971015614,174353166758301694232968912077899711336171185358054055556546147457544957411983792950627424574200600581305464766381698628289560792
4,43535916023768491702893523806165382031687548252732156978243344419689469787541402499183332097137723442796125831157668982018761959+68676620681247870419296838090129657896161562509413019553032993687507881011840232419074480768789672850075117054673113972056782971,112212536705016362122190361896295039927849110762145176531276338107197350799381634918257812865927396292871242885830782954075544930
5,12300006069863654625791196046110826837691973244598372460740851638731141156320545591872648455796739327494064599705557086873959704+21472326012698121798384401225015645782606942738562104090223117628911011929917116373950386844467325172018538159936356939369544453,33772332082561776424175597271126472620298915983160476550963969267642153086237661965823035300264064499512602759641914026243504157
6,41149156443701153548501563444681707009746114770037633154094840882365607699231552411878216962314120223444173023305466306956574694+58470949287183710280699220779185260075907510885745349072141381462491691516771682265491986653969736654376897379919267203136592300,99620105730884863829200784223866967085653625655782982226236222344857299216003234677370203616283856877821070403224733510093166994
7,10582118301135389366394508271242717394409818865931355761919786036217859475473180702441082602551759003626648397344831679919650508+24754087008803965876804924910190573400193500589603612031326600426565937050288860858282756766524888981311649176701328275296876573,35336205309939355243199433181433290794603319455534967793246386462783796525762041560723839369076647984938297574046159955216527081
8,40942048147850104781409190009504049607426035465217595490029570734134657519365463550126854726844167905381702424307566353264862905+86741256902271234228414289307168135114869421890489707845276668782481412898230145608824997734014243768817024846457587523881448648,127683305050121339009823479316672184722295457355707303335306239516616070417595609158951852460858411674198727270765153877146311553
9,16279673913670264864106562717768651026827765195332393243397236862432087000660295753404314446525663114438937076549404072826993430+24884613214906073723084727752544747640054193123467457998652348053483229574867732022001493003743783413836240429945621551742924788,41164287128576338587191290470313398666881958318799851242049584915915316575528027775405807450269446528275177506495025624569918218
10,32503941783305210375941735985796141745564845761570464792437508716333781566736253012232528588150225472892210129972342546514464279+20453016122973351258840041474460753852674970979331739182775889016361751901896710726138114870696735942809353834899602771697917178,52956957906278561634781777460256895598239816740902203975213397732695533468632963738370643458846961415701563964871945318212381457
11,27208881684627534214907747410778403499343896367083111601505124341809822776982417684900593612996566579388880858549000634593274963+44536013213762284682676124790438188354086843253659565328121240406138888126176193223746094886471355627565147253163195163834260653,71744894898389818897583872201216591853430739620742676929626364747948710903158610908646688499467922206954028111712195798427535616
12,63705584898392524505328122970714888962023773636040031530242317282724625701364853665419692369639459005279379648628450146304420894+98493926404311700596911222633912532231121417002686594184386378753735441701291941432599502280990043708091592157504876382311048822,162199511302704225102239345604627421193145190638726625714628696036460067402656795098019194650629502713370971806133326528615469716
