0,5342062942875672983160878519737290261796774773127453932454256023336850421133387621914473319686501149028256182757610337901529981171879752789175136875735094234347746234004720706743649451845847339326584679709882539165026271982958294684981119512638829095207697+2681889731276013297569718971593699081536085575874217023085090178305134867117938876532789035464751120197581106827006340343386733604559401208724452428333821430893061492509952314337614005223652889254207051847737793949956064337954724152453166469732212419634624,8023952674151686280730597491330989343332860349001670955539346201641985288251326498447262355151252269225837289584616678244916714776439153997899589304068915665240807726514673021081263457069500228580791731557620333114982336320913018837434285982371041514842321
1,4243129082706335663024777653523545240809085995862066242283803665445617604323775483658346336682065795693986609269495476837497865746489824628014516899476984139126979744384617302707224985395378434511341502250135514502658317245453219151929505079890929735465046+6542618367890016243631245734195747190663256039892731958840799654412120860601059345876736701812501361884662399148384859725485670575309827796604176016254688138615113146376743743056229020547727378833018341771256020081781134146442278285273567111902415000113550,10785747450596351906656023387719292431472342035754798201124603319857738464924834829535083038494567157578649008417880336562983536321799652424618692915731672277742092890761361045763454005943105813344359844021391534584439451391895497437203072191793344735578596
2,9961072597415644033721028069779377427908499148117073018027759794201971158763333786640062033620719100793175568948587387015006480880438545989488720334804423524189180127567211255750491962438180928126930160814494248312369902669801217159913417086786654019664994+4303746611132927747238663814941281702563671620436327609783901501074288255539288731429653100747384446603230427961369316449903233008022330842571525238078114279344731392706690134902227479953405616885085228348345377069826468816345568122828570936237322642534765,14264819208548571780959691884720659130472170768553400627811661295276259414302622518069715134368103547396405996909956703464909713888460876832060245572882537803533911520273901390652719442391586545012015389162839625382196371486146785282741988023023976662199759
3,9163362582306595979487483378824721452112949797475350468049434839518160997859688392199352040855674710683653589041834576459730920422630298759097804458355036464201206530572582191743393187284626236141380088455209107170556702552168562256041436438827053566289549+5622293235427120671041244286726952849993076109887257784694535821344285903713206188809192874455568954913626090352784920472314210980479743814452642905407366827301766451603184020569500071965647591966690463029132898497338145729864556681914542281619529769097614,14785655817733716650528727665551674302106025907362608252743970660862446901572894581008544915311243665597279679394619496932045131403110042573550447363762403291502972982175766212312893259250273828108070551484342005667894848282033118937955978720446583335387163
4,3388061322508958334981775668627472246808948547572990518369893653510558229050755806773029860538078120084656366121564210494563608835350485641293788575564659464600437371510949847567311262874291934282378410442838008381617597819926405838633742214958771146268522+4914073276233637338787182933610147833984958586143835055332867628913766098056767375595028437740169028449690523136013526832819137530195907218489097551996699931028734532720684660448147296124751195072073301269736524176526395472482870691038218826387729444046387,8302134598742595673768958602237620080793907133716825573702761282424324327107523182368058298278247148534346889257577737327382746365546392859782886127561359395629171904231634508015458558999043129354451711712574532558143993292409276529671961041346500590314909
5,8952350692427357811126401616898124525378063925175716655221774862163059470844299900496007408328629850680895777661639634310658726538403492582197863039717832361280782925027860706039388785025186292820698709647915236643130070185847542570661253476324243577037713+5443897706278435521728393679144553230629020687298441899207155048254287477647943668508952426673869388561251986155382256422670475761214797708331601409596419990691460052243200490663869552762069116773447947391358422697990848214728119455018711506033852939702395,14396248398705793332854795296042677756007084612474158554428929910417346948492243569004959835002499239242147763817021890733329202299618290290529464449314252351972242977271061196703258337787255409594146657039273659341120918400575662025679964982358096516740108
6,3650227708994194364622716271855303741052523045646316059662874988721708363847547750674027436436456816765257106413305192081716808573149197879293706104016043703040654454389753974562420839470798245128877085773420043829961670939665551200005716736637080798240277+9877841768157111586122425054245634378712229669284892772049433136166950705961785828828743353261243816655278816812991418950542381428835558364913021684875500284195118643193032871980141807710820399981245527370978217854212259388321642545517288319926632137357727,13528069477151305950745141326100938119764752714931208831712308124888659069809333579502770789697700633420535923226296611032259190001984756244206727788891543987235773097582786846542562647181618645110122613144398261684173930327987193745523005056563712935598004
7,8385473754046755801832986247688762409582434023601310960198663413978862356155370028115240339442732290466757688106309568942149936427026921208768290053954805205908388878547810544883659058117802500542787243373878109986332842946942310091724672593836573634116107+2682294891684951212712922970352713228965810470874960361811301155343945489407763731079289071057539588391588632715551207177201222900423636803874024497438057815420390728357464858056813944761883947937543768749407275180897048754364410991708458004435101874086627,11067768645731707014545909218041475638548244494476271322009964569322807845563133759194529410500271878858346320821860776119351159327450558012642314551392863021328779606905275402940473002879686448480331012123285385167229891701306721083433130598271675508202734
8,6516999249983474631134577041089910285209619058525639650849584847539950769599556173103332623614584226245916314637724001505404506173413461885668687507437520714344991030780068971127411335149927118852036061263197843451554703474592846088139006622063912166797543+6710939003909336088429458890102087630496531299765936524293359234330308851216456123765448764580184701266064242101843363103688543984850449334530088798014748798138674403537075460588016362028680442634874331804312720026882151788294994792824642281859838809395419,13227938253892810719564035931191997915706150358291576175142944081870259620816012296868781388194768927511980556739567364609093050158263911220198776305452269512483665434317144431715427697178607561486910393067510563478436855262887840880963648903923750976192962
9,3364421965286286436169386682514959643216678593425003752760312070585366183034100129369526674172454921668978784968388417693116672955806058922939859478768006072005433662060691770790463936134049987622081693367552294084670239578392691903781244324785294195246002+9275834735576624358615674459352858169964259046152152459159886618836360891128329915543803236631362830531144934358247679606621387980654757051658028178648326421311335060668408293185534302859053913413424064281200320048581090993721083793667080646061420864314163,12640256700862910794785061141867817813180937639577156211920198689421727074162430044913329910803817752200123719326636097299738060936460815974597887657416332493316768722729100063975998238993103901035505757648752614133251330572113775697448324970846715059560165
